CustomerID,Recency,Frequency,Monetary,RFM_Score,RFM_Segment,Segment,PC1,PC2,PC3,LD1,LD2
13040.0,9,2,676.99,9,423,Loyal Customers,0.37529426323597515,-0.7326547222942128,-0.45826402509817,0.7699834195370008,1.4452437300486831
13043.0,273,1,139.7,3,111,Lost Customers,-2.080031785773142,0.8957629103627361,0.06231919122091476,-3.5904181150697387,-1.0198059050887973
13044.0,291,1,391.72,4,112,Lost Customers,-1.664825595759841,1.3583996593774166,-0.5068887884354326,-3.005863304220201,-0.7937096777947539
13045.0,99,1,305.28000000000003,5,212,At Risk,-0.8384808948287648,-0.3863937699131619,-0.4253607066319724,-1.2880533822850548,1.0568317876784166
13046.0,31,2,419.11,7,322,Loyal Customers,0.03155964331003715,-0.683907452941511,-0.18373302944354478,0.19624811588883925,1.0312112886224867
13047.0,32,10,2646.26,11,344,Champions,2.1449238047936063,0.5143680308651687,0.1926830248171566,3.398927482828285,-0.9437459945653967
13048.0,14,4,1810.41,11,434,Champions,1.3106350029765172,-0.14423756747502978,-0.453884468368576,2.176009617971026,0.7251644394474861
13049.0,64,2,433.68,6,222,At Risk,-0.11470875881789007,-0.38659507823139033,-0.1929123444591563,-0.10541775492937044,0.7097102957380241
13050.0,15,17,4707.7300000000005,12,444,Champions,2.97198479144488,0.7810174132917899,0.3983386755953181,4.694529171816503,-1.5643876280619304
13052.0,212,1,197.65,3,111,Lost Customers,-1.6093099047268344,0.4677993578937535,-0.14907357252093129,-2.7295948998199706,-0.2630249488492343
13055.0,78,3,1104.06,8,233,Loyal Customers,0.543231637259975,0.15526938775467314,-0.3995873828267064,0.8577268401129752,0.3418237693277084
13058.0,25,3,261.45000000000005,8,332,Loyal Customers,0.09900317785130608,-0.7344840109646997,0.389261298983011,0.31442598384296266,0.30735433143637975
13059.0,250,1,85.65,3,111,Lost Customers,-2.20449058979632,0.5511146118799513,0.32677734065759145,-3.722797597184163,-0.9793537951340571
13060.0,254,1,243.93,4,112,Lost Customers,-1.7139254005944882,0.8956956379163983,-0.25370260452805504,-2.990126864851806,-0.606071599068516
13061.0,72,1,200.31,4,211,Lost Customers,-0.9112088294514404,-0.7464405486189924,-0.19854554035341979,-1.3324107669957743,1.1638304963840427
13062.0,191,1,65.7,3,111,Lost Customers,-2.0415572385056437,-0.040281613907063966,0.4555492284146881,-3.3326384718648114,-0.48449964434318
13064.0,13,4,893.12,10,433,Champions,0.968831289157062,-0.3634179826800748,-0.05895754998645752,1.6611688184571483,0.4540923836710416
13065.0,373,1,138.41,3,111,Lost Customers,-2.578532809392347,1.7631636907820518,0.09749377017315683,-4.588190972885267,-2.03887270907164
13066.0,24,2,372.75,7,322,Loyal Customers,0.008711247309796506,-0.7796767335290432,-0.12037776752205603,0.17870517132134556,1.0557131705563403
13067.0,82,1,91.61,4,211,Lost Customers,-1.3419389355610867,-0.8909008403644332,0.23910869491560374,-2.008599190396939,0.7530113863992433
13069.0,1,24,3449.82,12,444,Champions,3.1955049392385075,0.728557255864483,0.9237531429153003,5.068591046458597,-2.2281891603833066
13070.0,192,1,228.8,4,112,Lost Customers,-1.438974960777434,0.3371956397118406,-0.23661977206555151,-2.423144061737616,-0.00192333796687243
13072.0,267,1,177.15,3,111,Lost Customers,-1.9344899727247187,0.9139092213228568,-0.07159131376547755,-3.3555584941602934,-0.8648788549933699
13075.0,130,1,477.21,6,213,At Risk,-0.7727936537888921,0.016179154089353758,-0.6654718960506026,-1.2640854683501472,0.9195324124174896
13077.0,1,4,638.46,10,433,Champions,0.8634761298603505,-0.5677701645803983,0.1250925149810381,1.530930779671221,0.4424151165723572
13078.0,3,26,7392.89,12,444,Champions,3.631807161673579,1.0110973309361528,0.5810817987496145,5.7244130142466165,-2.1047698533576287
13079.0,4,5,220.1,10,442,Champions,0.4974700622138858,-0.7683510451259904,0.9178767629270693,0.9706853391947301,-0.38967184213430023
13080.0,179,1,58.08,3,111,Lost Customers,-2.0418593772008125,-0.18086490016737272,0.5198571715365194,-3.3038927611246818,-0.4109737411254741
13081.0,12,10,17925.53,12,444,Champions,3.1831191801295757,0.9105697387651743,-0.8840727083997869,5.018769450999774,0.02123314142641219
13082.0,126,8,1177.36,10,244,Champions,1.0955295178696955,0.9920364719261993,0.4567591093223043,1.5809995486934918,-1.8039224680966486
13083.0,4,2,235.8,8,422,Loyal Customers,-0.11662794379861842,-1.0897594705339193,0.12909298022312238,0.037692601305611424,1.0770085051105331
13085.0,158,2,217.68,5,122,At Risk,-0.9164497593427051,0.22653415248257616,0.21988470082995631,-1.5475024357154734,-0.5184135784097699
13089.0,4,80,36411.630000000005,12,444,Champions,5.436568968406783,2.0369149472639285,0.8782482004010964,8.459010833677722,-3.7612124302163195
13090.0,9,13,3737.11,12,444,Champions,2.6533843160346398,0.5360430537169345,0.2536938026210724,4.225652531089278,-1.0735454103938775
13091.0,28,1,281.08,6,312,At Risk,-0.5281808203710205,-1.0287358761300587,-0.40059762427363654,-0.6456713990414893,1.7449785567764928
13092.0,71,5,266.61,8,242,Loyal Customers,0.2602683535728932,-0.12843700056393498,0.8311154780674566,0.44866231219803215,-0.9939419212003098
13093.0,276,8,3429.4700000000003,9,144,Loyal Customers,0.8793651185008415,2.6158196978532917,-0.09639564657097265,0.8888265642839855,-2.9013793425192156
13094.0,206,2,106.2,4,121,Lost Customers,-1.5036874237571827,0.4316708520837097,0.6333789910014267,-2.553020227470246,-1.2897760378042706
13095.0,71,1,60.48,4,211,Lost Customers,-1.4888074915305036,-1.1087523403604755,0.46514649552289616,-2.204095803628754,0.7015171319687037
13097.0,33,10,4091.88,11,344,Champions,2.3539782374636484,0.6529674688890628,-0.05093286502625545,3.7128699326976364,-0.780340139592946
13098.0,1,27,9869.38,12,444,Champions,3.817552482578068,1.0977531094110466,0.4581359084174444,6.010571804435934,-2.0449111484774107
13101.0,234,1,65.5,3,111,Lost Customers,-2.25544237396821,0.33298620428725245,0.47013823203624305,-3.7609690572344907,-0.9223169298012744
13102.0,1,24,4998.69,12,444,Champions,3.3775959001925946,0.8390894368487266,0.7162012047729508,5.344161454253785,-2.0805044287077434
13103.0,40,1,141.94,5,311,At Risk,-0.9213071113004067,-1.126970058676303,-0.016465773014535695,-1.2698186180266966,1.3523628329647224
13104.0,3,4,570.48,10,433,Champions,0.7983969499887519,-0.583874306886316,0.18861083703146822,1.4275749524508483,0.3773375398001656
13106.0,133,1,76.5,4,211,Lost Customers,-1.6813459545591658,-0.5002269291100682,0.35412838247891454,-2.646359060359139,0.16420904028060562
13107.0,44,4,1092.0,9,333,Loyal Customers,0.9143362864186532,-0.033797639359161046,-0.16208194173110507,1.503256919389848,0.21931929345158965
13108.0,373,1,95.3,3,111,Lost Customers,-2.76022443107837,1.6528739152418817,0.30459053119617635,-4.863157033905785,-2.1862335569457088
13109.0,60,2,763.2,7,223,Loyal Customers,0.18215180024544245,-0.2531958417503373,-0.5099604222973031,0.3535754669560517,0.9750691378528027
13110.0,31,7,971.22,10,343,Champions,1.3602909362737272,0.049979083510102974,0.40837985740371885,2.2122527024207654,-0.6713087488326815
13113.0,1,24,3286.14,12,444,Champions,3.1716392802551616,0.7140704119034554,0.9509558318960388,5.032473551422696,-2.24754538446356
13115.0,12,4,2029.06,11,434,Champions,1.3764828985979605,-0.12766680218056786,-0.5182789923069244,2.2805287940559076,0.7908654825282508
13116.0,138,1,291.29,5,212,At Risk,-1.0540937140814635,-0.06097464498630978,-0.38748125890303503,-1.7092642677434469,0.64220358315508
13117.0,22,8,840.7,10,343,Champions,1.4440249119215194,-0.013220131454158108,0.6138859724346356,2.3614931918845543,-0.8819272953021402
13118.0,20,5,1125.96,10,343,Champions,1.2183089586660087,-0.1435902426817945,0.010961394369285053,2.0226416886243315,0.09660271179094874
13120.0,239,1,30.6,3,111,Lost Customers,-2.645559213732748,0.15467887580913975,0.8881519091539843,-4.363526814375288,-1.2694587849299601
13121.0,269,1,260.36,4,112,Lost Customers,-1.7561351693680343,1.045573474278955,-0.2855452767972371,-3.0905094226534877,-0.7325194897811245
13122.0,240,1,821.1,5,113,At Risk,-1.0500721175872312,1.134865536388125,-0.9357554180043752,-1.9514032551710303,0.01841219900207173
13124.0,90,3,2904.58,9,234,Loyal Customers,0.9587399255245264,0.5478895737573343,-0.9371579229506835,1.457340315113837,0.6050504894577328
13126.0,5,8,1783.57,12,444,Champions,1.8970849283032727,0.06289484791882201,0.1880916092023787,3.0885100177512386,-0.4099644733638718
13127.0,78,1,259.17,5,212,At Risk,-0.814879549856845,-0.6177671643740568,-0.34032589775598526,-1.2012307158409345,1.205072807084433
13130.0,94,1,64.0,4,211,Lost Customers,-1.5750788185825382,-0.8920206658814032,0.4408839433881619,-2.390628297434825,0.49015251377778535
13131.0,23,3,604.3000000000001,9,333,Loyal Customers,0.5192968435788569,-0.5027588865236235,-0.0791395862070047,0.9553516070004566,0.6605283395527757
13132.0,262,1,60.3,3,111,Lost Customers,-2.4337443669867773,0.5523537159374352,0.5241231062342222,-4.098945600827508,-1.239060844656191
13133.0,274,2,79.95,4,121,Lost Customers,-1.9775312824928353,0.9396392450502551,0.811018189497511,-3.4356031984663318,-2.0921221272767325
13134.0,86,4,1392.14,9,234,Loyal Customers,0.826029045445194,0.40399801717320977,-0.2852995400969015,1.2674053252455835,-0.11050055937189456
13136.0,56,5,2408.51,10,244,Champions,1.4136817431650928,0.3962038711034094,-0.4036201793249861,2.230703494502751,0.03374679836868261
13137.0,11,8,3553.89,12,444,Champions,2.205902452830211,0.32055205993216607,-0.19588828867761918,3.541262715900093,-0.19638373755649935
13138.0,22,6,946.49,10,343,Champions,1.267301288271858,-0.10187298815334186,0.27554445345571216,2.0927267840745984,-0.31290144409943155
13139.0,16,7,2473.04,12,444,Champions,1.8931095597410355,0.1979088177998671,-0.11898600065696804,3.0551063935917715,-0.14695292966791532
13140.0,108,3,349.92,7,232,Loyal Customers,-0.1683278080192492,0.07434091547509272,0.2515573919017398,-0.2921309663788515,-0.4197133444907759
13141.0,85,5,2260.53,10,244,Champions,1.2392999795758204,0.6296510161707003,-0.35943397944900213,1.8962261160404905,-0.2859651968500293
13142.0,19,1,215.92,6,312,At Risk,-0.6127224056835189,-1.1853539086191154,-0.256262293108783,-0.7517116061307527,1.7317393844604636
13144.0,333,1,47.2,3,111,Lost Customers,-2.902544670025199,1.0984836001981813,0.6800226414245945,-4.981196561623568,-2.0557591003618585
13145.0,40,3,297.6,8,332,Loyal Customers,0.08828326453014278,-0.5654913191266532,0.3215256834467967,0.2616991265931199,0.20644626339602365
13146.0,26,1,228.91,6,312,At Risk,-0.6187374174261103,-1.107105186942012,-0.28671830408981364,-0.7778495834518339,1.6838278582180313
13147.0,43,2,237.6,7,322,Loyal Customers,-0.3055600501117299,-0.7481447180153677,0.13656106841715546,-0.3431405800289486,0.684019671980207
13148.0,29,11,2709.2200000000003,11,344,Champions,2.2526044104827614,0.5381847929913869,0.2728207045864957,3.5696450560218635,-1.084605039620731
13149.0,14,4,1210.68,11,434,Champions,1.113155325341388,-0.26411095028715026,-0.22879207705964058,1.8771504378555646,0.5649987011257777
13151.0,296,1,773.27,5,113,At Risk,-1.3561381022644108,1.6042779501730686,-0.8853901771421219,-2.550873810929117,-0.5740868241730646
13153.0,6,1,140.46,6,411,At Risk,-0.7584663896946628,-1.4259227556331082,-0.020845715453785718,-0.9406391699740738,1.6934523720001766
13155.0,33,4,843.0600000000001,9,333,Loyal Customers,0.8417390266213748,-0.20656525211874063,-0.020700465567938347,1.4201600170848918,0.22806271577835063
13157.0,49,4,1447.98,10,334,Champions,1.0281016835725798,0.09375976215259227,-0.31840613575183946,1.6632577910839217,0.2808507330623898
13158.0,95,4,1193.5,9,234,Loyal Customers,0.7060203056852785,0.43645066861959797,-0.19648317502169982,1.0638858694087108,-0.2631617684596715
13159.0,9,4,1215.79,11,434,Champions,1.1399210491343983,-0.30636367103365647,-0.23264885176479536,1.929824693495389,0.6174449174094265
13160.0,22,1,75.9,5,311,At Risk,-1.1368480651481636,-1.4684067552310687,0.3251586597777931,-1.552206697126518,1.2882049395316406
13161.0,313,1,95.75,3,111,Lost Customers,-2.461548357061004,1.132175744197641,0.2839696855591778,-4.2651358041745,-1.5751377975164822
13162.0,122,4,1156.15,9,234,Loyal Customers,0.5570445844510277,0.6619197149347195,-0.1705948395709609,0.7727243105427528,-0.549973054105771
13165.0,46,2,349.28,7,322,Loyal Customers,-0.13181525609802405,-0.6075788256012,-0.07746858444178499,-0.08750172321314618,0.8064925133342028
13166.0,283,1,349.6,4,112,Lost Customers,-1.6810258246473635,1.2549659343155688,-0.4457809810819202,-3.010911553874197,-0.7576682257352286
13167.0,19,4,482.16,9,333,Loyal Customers,0.6369099364527832,-0.49469971179088185,0.28739312491811836,1.144248597293121,0.14800235349320195
13168.0,36,4,1108.39,9,333,Loyal Customers,0.9611644150565769,-0.09897212417844246,-0.1728154695750808,1.5935936910183066,0.30647984565933123
13169.0,64,2,355.1,6,222,At Risk,-0.21263808523824188,-0.44603977540275985,-0.0812899915811148,-0.25362074246574184,0.6302847920239494
13170.0,27,1,109.17,5,311,At Risk,-0.9849787951902038,-1.3177196819173311,0.12540269621853317,-1.334540690863623,1.380640495422448
13171.0,22,3,261.51,8,332,Loyal Customers,0.11393476569611448,-0.7605202645776538,0.3882327823906157,0.3443236919266186,0.3379073222395142
13173.0,4,2,340.21,8,422,Loyal Customers,0.06277077287125261,-0.9808615257078991,-0.07539026897270307,0.30918865608844587,1.2225096941619251
13174.0,16,3,2072.74,11,434,Champions,1.1586373983398786,-0.19656868176489944,-0.7705642399212121,1.9399434100482489,1.2220980528566772
13176.0,46,1,348.78,6,312,At Risk,-0.5114493582136215,-0.8079797811920029,-0.5156139096586196,-0.6641549964466861,1.6478921672369085
13177.0,65,1,282.45,5,212,At Risk,-0.7085729594879027,-0.7053372048652656,-0.3922030163304771,-1.008713318314399,1.3712112161330166
13178.0,26,11,4569.75,11,344,Champions,2.5241082476091075,0.6678920762598267,-0.02065542902601171,3.987830677975497,-0.8459593264111631
13182.0,45,1,121.18,5,311,At Risk,-1.0230778084497207,-1.1302465791743836,0.07288359016864496,-1.4360029072572351,1.2390838916165305
13183.0,8,9,1126.63,11,443,Champions,1.7552767070623099,0.004108179321559941,0.5600317235700789,2.8671542997734725,-0.8420678328507244
13184.0,15,10,1429.11,12,444,Champions,1.926478934781705,0.18286860013361914,0.5322871191074707,3.10971113374556,-1.0164066863164292
13185.0,268,1,71.4,3,111,Lost Customers,-2.38164705262841,0.6541775763995166,0.43275947498062245,-4.034704735637003,-1.2336928348171285
13186.0,40,3,1362.0200000000002,10,334,Champions,0.8339823537030702,-0.11283981873158416,-0.5284412254974098,1.39021534189113,0.8112449273065488
13187.0,337,1,154.02,3,111,Lost Customers,-2.3485755818419283,1.4815518262614886,0.027273309277464082,-4.152572476051861,-1.6310532215435014
13188.0,11,1,99.6,6,411,At Risk,-0.9505719734105977,-1.4840340245385548,0.17146966367292607,-1.2435332738975697,1.5069073914503042
13189.0,19,2,167.28,6,321,At Risk,-0.35848581628219917,-1.0610712869515615,0.3248143268066423,-0.36483076055708336,0.7886361758016239
13192.0,95,2,859.14,7,223,Loyal Customers,0.06734274675445012,0.08661285082579195,-0.5656585010814157,0.09465196912275978,0.6667880663500042
13193.0,61,1,100.93,4,211,Lost Customers,-1.1911102416083548,-1.0450451604659567,0.17912651487944642,-1.729234882909015,1.0044400478363327
13194.0,136,1,60.7,4,211,Lost Customers,-1.8081385122153935,-0.5420921072622327,0.48265889568440307,-2.8455434420139807,0.04293129727116484
13196.0,11,4,1704.03,11,434,Champions,1.295730129984964,-0.1883850390848264,-0.4209046231979918,2.1607538179576244,0.7315185919904527
13198.0,10,6,3181.55,12,444,Champions,1.9216345606464384,0.15491808923365147,-0.40631780117542904,3.1121759665326216,0.2915659980205532
13199.0,8,19,2420.0,12,444,Champions,2.7783153579587574,0.5737502410137323,0.8826944918858066,4.419024216871448,-1.977077189429827
13200.0,22,3,607.27,9,333,Loyal Customers,0.5266405004680655,-0.5100011573686447,-0.08217977782415942,0.9688988330243441,0.6726319861185182
13203.0,10,4,798.6800000000001,10,433,Champions,0.9288272968872621,-0.42280102875261344,0.0026309137809585174,1.6079288455964715,0.4400899151248623
13207.0,15,2,250.26,8,422,Loyal Customers,-0.14185540678483777,-0.9763730588333278,0.09921462703524941,-0.02725518025870438,0.9889244177676763
13208.0,59,6,1075.8,9,243,Loyal Customers,1.1473603509349657,0.2582205478145139,0.21503523428559312,1.8211697042409258,-0.6376398847493812
13209.0,30,7,4798.16,11,344,Champions,2.149365547147475,0.5172602422415284,-0.48569728495075837,3.408845570287127,-0.025182822540499278
13210.0,94,1,293.0,5,212,At Risk,-0.8338787763872797,-0.4421001603264225,-0.40395483665213844,-1.2689207902892123,1.09130222915066
13211.0,10,3,483.42,10,433,Champions,0.47410536971287065,-0.6822907210931219,0.041664666616734576,0.9185968697507503,0.7037943619179586
13212.0,20,3,528.73,9,333,Loyal Customers,0.4686215148391985,-0.5686196077528525,-0.0053876599849821205,0.8859619882303378,0.6378708918966335
13213.0,57,5,1197.28,10,244,Champions,1.0656743545457306,0.19665770471315588,-0.012282746565660942,1.7016071001839064,-0.2546519017711316
13216.0,268,1,10.5,3,111,Lost Customers,-3.285245345382482,0.10567868601840884,1.4627039377950792,-5.402180357230654,-1.9665555244787516
13217.0,122,1,52.02,4,211,Lost Customers,-1.8134432450310685,-0.7091120302097411,0.5633295165830448,-2.8195013313684023,0.1246950091960174
13218.0,127,1,56.76,4,211,Lost Customers,-1.7960885316427677,-0.6400774850273789,0.5168966876709289,-2.805405183895128,0.10803263903185523
13220.0,78,4,506.04,8,233,Loyal Customers,0.36915606240299476,0.03306874833568143,0.2780983520148089,0.5954575769544628,-0.431866400420534
13221.0,240,2,570.71,6,123,At Risk,-0.8495304679996395,1.2265544544784566,-0.2934759312998286,-1.6457825467479252,-0.968240248658947
13223.0,200,1,62.4,3,111,Lost Customers,-2.1109353530844803,0.0229046521928901,0.48665551095404436,-3.459535222461564,-0.596096924418473
13224.0,60,2,1807.92,8,224,Loyal Customers,0.6053312565493721,0.0036809851273769748,-0.9923111984022868,0.9940011900847455,1.318288505400732
13226.0,273,1,85.51,3,111,Lost Customers,-2.3188995432129373,0.7507662885738435,0.33458677527110087,-3.9519126394651796,-1.2135394132135335
13227.0,202,1,257.7,4,112,Lost Customers,-1.430194337149692,0.45952552398232516,-0.2999311163804258,-2.434191555630306,-0.056277613839651346
13229.0,226,1,123.15,3,111,Lost Customers,-1.9093213378188763,0.4494873921483564,0.11826298743283468,-3.217692347560877,-0.5924150986930018
13230.0,4,14,2087.79,12,444,Champions,2.456729782947292,0.35305853588765873,0.6526807310248315,3.940572030117023,-1.397866141882898
13232.0,13,7,982.16,11,443,Champions,1.4547024250714051,-0.1033114288107741,0.3967125624466623,2.3989363475261536,-0.48407995571948154
13233.0,74,2,477.2,7,223,Loyal Customers,-0.11724401417763468,-0.2711341169304323,-0.24332556025995614,-0.13359032395376286,0.6461782850497237
13235.0,212,1,870.57,5,113,At Risk,-0.8830600559793166,0.9086448523704426,-0.976871739400516,-1.6305125185094047,0.32599942380339386
13236.0,25,2,592.33,8,323,Loyal Customers,0.2307509268919521,-0.6331950389983219,-0.37879457416960116,0.5122990622514896,1.229650699895867
13238.0,23,3,493.68,9,333,Loyal Customers,0.4201816618618661,-0.5629234171869051,0.033834434891601706,0.8053539854747394,0.5801410488264709
13239.0,262,1,292.12,4,112,Lost Customers,-1.6652330689245363,1.018852598917518,-0.3518457423091668,-2.935906146850329,-0.6157603565414719
13240.0,96,4,616.7,8,233,Loyal Customers,0.3771943128129287,0.24854792206265397,0.1729908118932614,0.563817961843901,-0.5360034125588259
13242.0,112,3,270.40000000000003,7,232,Loyal Customers,-0.31428824787820075,0.03254051069358846,0.39660565139262755,-0.5227569636221959,-0.5626847627722065
13243.0,203,1,480.02,5,113,At Risk,-1.13051973167637,0.6531328838087795,-0.6468381987221722,-1.9831075483600529,0.18062566151392395
13244.0,93,1,94.79,4,211,Lost Customers,-1.3796955450387731,-0.7851198247818957,0.22351138359794812,-2.092508165805741,0.654765544579278
13245.0,51,1,259.85,6,312,At Risk,-0.680223684432555,-0.8519285965482103,-0.3498920950198333,-0.9317403507807702,1.480269984859137
13246.0,18,6,844.3100000000001,11,443,Champions,1.2310168185265584,-0.1706982136957573,0.33822360671913976,2.047549392752688,-0.3177396174260514
13247.0,18,4,474.72,10,433,Champions,0.6342282504422677,-0.5080275291672369,0.29578007574931414,1.1426238026044584,0.1519749535295421
13248.0,125,2,434.21,6,222,At Risk,-0.4154365261527965,0.14455767179332607,-0.17528322273844552,-0.7089775289145047,0.0908029326650301
13249.0,93,1,82.23,4,211,Lost Customers,-1.4487231800164555,-0.827020724213094,0.30219084879453734,-2.1969722941747136,0.5987807351386373
13253.0,157,2,380.16,5,122,At Risk,-0.6386369232078918,0.38347108149675563,-0.09144318428973375,-1.1246361439333783,-0.2869461152432214
13255.0,9,2,198.46,7,421,Loyal Customers,-0.22560469777267608,-1.097410184967613,0.22665599142322224,-0.1393970948017164,0.9578850970022944
13258.0,12,3,509.48,10,433,Champions,0.48996028540661696,-0.6492665483418173,0.01293223493194251,0.9377240125944456,0.7043583201475299
13259.0,62,1,258.32,5,212,At Risk,-0.7374503374151933,-0.7579662146923796,-0.34329695239032393,-1.0451146428661233,1.3662329794598584
13260.0,61,1,82.32000000000001,4,211,Lost Customers,-1.2901196219270095,-1.1051454679561166,0.2919799408361096,-1.879072388115218,0.9241385672515212
13261.0,269,2,670.5,6,123,At Risk,-0.9137709008342563,1.526859182377048,-0.37483163942371667,-1.813575696228506,-1.198622203585367
13262.0,263,1,132.29,3,111,Lost Customers,-2.057205185367728,0.7926191262091227,0.08960381255619489,-3.531537298916276,-0.9398166148479907
13263.0,1,34,6723.0,12,444,Champions,3.837573802838872,1.0933724486841778,0.9145850340498618,6.04204233077128,-2.6611791830228104
13265.0,53,5,1247.52,10,244,Champions,1.105604709746605,0.1740961200483184,-0.03647520159006521,1.7717706916346212,-0.1976761008460926
13266.0,11,12,2290.61,12,444,Champions,2.33392692072373,0.3710182545603308,0.4479890860768844,3.7369402929616715,-1.1348752288077824
13267.0,3,18,3704.69,12,444,Champions,2.964143242406868,0.6318514453929138,0.5873663472127141,4.712148702432585,-1.6502315294781815
13268.0,18,10,2847.0,12,444,Champions,2.249977775346375,0.4143376394682296,0.14756397084680506,3.591982786944013,-0.7724759424595992
13269.0,1,15,4353.11,12,444,Champions,2.892612002448255,0.5777641635971945,0.31045838732098047,4.607861092283345,-1.2088376188049128
13271.0,37,1,217.38,6,312,At Risk,-0.6983438625087319,-1.026727703632622,-0.2546141015858519,-0.9250927090204645,1.5516397399138442
13272.0,31,2,205.66000000000005,6,321,At Risk,-0.3168638894858421,-0.8954062158914968,0.21340903157519558,-0.3310444774113309,0.7486226544541734
13273.0,113,1,128.54,4,211,Lost Customers,-1.330254497438806,-0.5211084978606816,0.06055128253202168,-2.066357323400936,0.5719130800061784
13276.0,64,2,462.98,6,222,At Risk,-0.08267211871918068,-0.3671483155641843,-0.2294285268617117,-0.056934568668328994,0.7356935876706613
13277.0,16,3,159.4,8,431,Loyal Customers,-0.09836314789200078,-0.9595884996922008,0.662197157181857,0.03764056476185539,0.20260874150585786
13278.0,41,1,459.86,6,312,At Risk,-0.3513035490737767,-0.7692686163287924,-0.671500719672927,-0.40962775305722904,1.808516197576235
13279.0,78,1,137.75,4,211,Lost Customers,-1.123630049994626,-0.8051837499167609,0.011595825157948167,-1.6684834602063705,0.9546609550703113
13280.0,122,3,739.85,8,233,Loyal Customers,0.12950249768204397,0.4189286286923515,-0.16254136453142598,0.12452540173716257,-0.26422441897831034
13282.0,18,3,726.94,10,433,Champions,0.6346052789612627,-0.4912647382824792,-0.18391960994367923,1.1420234592927239,0.7847870529224482
13283.0,60,2,93.66,5,221,At Risk,-0.8435784920515742,-0.8758308463389599,0.6591932197181481,-1.1987306632062111,0.14315138534241054
13284.0,331,1,148.74,3,111,Lost Customers,-2.335956178732136,1.4190120680437814,0.04487116945517806,-4.118873212141925,-1.5839327882213565
13285.0,23,4,2566.02,10,334,Champions,1.4374024365740992,0.03801224311220974,-0.6463499022323971,2.345953020311987,0.7726508530383197
13291.0,156,1,338.41,4,112,Lost Customers,-1.0696051595593734,0.14020947952811358,-0.46574625286756965,-1.7765432098434581,0.5189666085583866
13292.0,39,2,418.45,7,322,Loyal Customers,-0.008730720217465779,-0.6147644381489064,-0.1804514136147373,0.11580538067003023,0.9493531857018013
13294.0,190,2,726.39,6,123,At Risk,-0.48426401581614126,0.8632776308822893,-0.44330115918784446,-0.9713214499265911,-0.36461220883139966
13295.0,360,1,168.3,3,111,Lost Customers,-2.418913485827719,1.7079553482217804,-0.01515056630415348,-4.3149918569997645,-1.829495049399952
13296.0,137,1,53.4,4,211,Lost Customers,-1.8749204597330615,-0.5709298475430546,0.5534483723575884,-2.9490426014084843,-0.017379728489701433
13297.0,8,4,1641.59,11,434,Champions,1.292226396611384,-0.2256118331328289,-0.4009200887904638,2.1627521236801304,0.7471196299167117
13298.0,1,1,90.0,6,411,At Risk,-0.9504303681631981,-1.600947970468977,0.22461122314025828,-1.2189831753907787,1.5684980340843386
13299.0,268,1,82.80000000000001,3,111,Lost Customers,-2.309831666324324,0.6977706863201023,0.3509024594662011,-3.9260217170725844,-1.1754470218403377
13300.0,169,1,371.89,4,112,Lost Customers,-1.0876199415603602,0.2813740866623843,-0.5145063974106174,-1.835442719313118,0.4244372017340238
13301.0,104,4,507.74,8,233,Loyal Customers,0.24236581566289542,0.2603047489812055,0.284029412247314,0.3403043575492485,-0.6945365949233082
13304.0,351,1,244.85,4,112,Lost Customers,-2.191242203439967,1.7408556148148788,-0.22668345322458266,-3.9485394877400206,-1.589514219194299
13305.0,4,10,1000.21,11,443,Champions,1.805710215257139,-0.019139873770047305,0.728575658076823,2.953713145458168,-1.0467326887813715
13307.0,120,1,15.0,4,211,Lost Customers,-2.391969286337576,-1.0836867465188846,1.2334088995155266,-3.6901562531158643,-0.33222292603661957
13308.0,23,3,1092.43,9,333,Loyal Customers,0.8097230851866988,-0.32646542455399985,-0.41017485021609845,1.3948730275858343,0.8960783159967528
13309.0,7,5,1389.78,12,444,Champions,1.3858294498632733,-0.19400244771727362,-0.11068889521601472,2.307798168978533,0.31238860730056967
13310.0,28,3,1015.73,9,333,Loyal Customers,0.7493058025871161,-0.30463974845002134,-0.36796116742929347,1.2912716213906943,0.816339029223646
13311.0,4,2,408.8200000000001,8,422,Loyal Customers,0.1527543960693608,-0.9262399998900465,-0.17795590593777627,0.4453668804751226,1.295490841482897
13313.0,22,5,1475.12,11,344,Champions,1.3409803686539263,-0.04572671701827862,-0.13952321161435338,2.2034213634644892,0.18380010429810933
13314.0,2,3,666.69,10,433,Champions,0.6712112227479314,-0.6562441780045283,-0.14035925804222635,1.2363589544077547,0.9128375451367001
13316.0,37,4,580.49,9,333,Loyal Customers,0.6389726401398166,-0.2828477923130753,0.18909666590295748,1.1035657883930328,0.039018878851980784
13317.0,66,6,1781.8300000000002,10,244,Champions,1.3604105285307213,0.4694454097043046,-0.06511688675198717,2.1265577029671663,-0.5078787602606901
13318.0,1,3,379.54,9,432,Loyal Customers,0.40002525435801706,-0.8325584708187678,0.17407574654939978,0.8283887035670878,0.6990399566410593
13319.0,5,26,9305.39,12,444,Champions,3.734909258902264,1.0970819648177412,0.45290279635009156,5.875577141620401,-2.0334441366809406
13320.0,78,4,1548.7,9,234,Loyal Customers,0.9178524767506585,0.36613641439832284,-0.34731986563263323,1.425836492334389,0.013153397924702876
