CustomerID,Recency,Frequency,Monetary,Frequency_log,Monetary_log,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment
13539.0,86,3,446.52,1.3862943611198906,6.103721229453649,2,3,2,7,232,Loyal Customers
13544.0,40,2,221.26,1.0986122886681098,5.4038478677575,3,2,2,7,322,Loyal Customers
13546.0,12,3,553.29,1.3862943611198906,6.317688015490877,4,3,3,10,433,Champions
13548.0,96,2,512.84,1.0986122886681098,6.241911932949537,2,2,3,7,223,Loyal Customers
13549.0,26,7,793.85,2.0794415416798357,6.678153417606881,3,4,3,10,343,Champions
13551.0,319,1,53.550000000000004,0.6931471805599453,3.9991177122790798,1,1,1,3,111,Lost Customers
13552.0,66,12,2227.55,2.5649493574615367,7.709106428751472,2,4,4,10,244,Champions
13555.0,74,4,2210.34,1.6094379124341003,7.701353945606728,2,3,4,9,234,Loyal Customers
13557.0,28,2,524.0600000000001,1.0986122886681098,6.263512541775794,3,2,3,8,323,Loyal Customers
13558.0,6,4,561.11,1.6094379124341003,6.331697560278531,4,3,3,10,433,Champions
13560.0,7,1,174.37,0.6931471805599453,5.166898027681201,4,1,1,6,411,At Risk
13561.0,216,1,39.01,0.6931471805599453,3.6891294228691436,1,1,1,3,111,Lost Customers
13562.0,82,3,1459.6100000000001,1.3862943611198906,7.28660943566401,2,3,4,9,234,Loyal Customers
13563.0,84,2,375.13,1.0986122886681098,5.929934828314827,2,2,2,6,222,At Risk
13564.0,354,2,892.94,1.0986122886681098,6.795638658827303,1,2,3,6,123,At Risk
13565.0,19,2,240.22,1.0986122886681098,5.485709380155097,3,2,2,7,322,Loyal Customers
13566.0,41,2,864.76,1.0986122886681098,6.763607733894425,3,2,3,8,323,Loyal Customers
13568.0,173,1,175.0,0.6931471805599453,5.170483995038151,1,1,1,3,111,Lost Customers
13569.0,17,2,286.1,1.0986122886681098,5.6598305871270185,4,2,2,8,422,Loyal Customers
13570.0,243,1,211.64000000000001,0.6931471805599453,5.3596005949649355,1,1,2,4,112,Lost Customers
13571.0,13,12,2017.27,2.5649493574615367,7.6099959878011525,4,4,4,12,444,Champions
13572.0,206,1,590.9300000000001,0.6931471805599453,6.383388384649479,1,1,3,5,113,At Risk
13573.0,50,2,238.11,1.0986122886681098,5.47692369709451,3,2,2,7,322,Loyal Customers
13575.0,23,5,674.57,1.791759469228055,6.515556778974358,3,4,3,10,343,Champions
13576.0,10,17,1797.66,2.8903717578961645,7.494797222203446,4,4,4,12,444,Champions
13577.0,25,4,1353.5,1.6094379124341003,7.21118766152515,3,3,4,10,334,Champions
13579.0,15,2,321.29,1.0986122886681098,5.77545176134656,4,2,2,8,422,Loyal Customers
13581.0,309,1,56.95,0.6931471805599453,4.059580569785761,1,1,1,3,111,Lost Customers
13583.0,156,1,691.05,0.6931471805599453,6.539658207342711,1,1,3,5,113,At Risk
13584.0,307,1,75.75,0.6931471805599453,4.340553386467307,1,1,1,3,111,Lost Customers
13587.0,64,1,168.0,0.6931471805599453,5.1298987149230735,2,1,1,4,211,Lost Customers
13588.0,16,9,2331.81,2.302585092994046,7.754828828499253,4,4,4,12,444,Champions
13589.0,15,2,256.05,1.0986122886681098,5.549270618501514,4,2,2,8,422,Loyal Customers
13590.0,11,6,1417.5,1.9459101490553132,7.257355254248906,4,4,4,12,444,Champions
13591.0,65,3,809.58,1.3862943611198906,6.697750040808155,2,3,3,8,233,Loyal Customers
13592.0,36,3,159.51,1.3862943611198906,5.078356245925126,3,3,1,7,331,Loyal Customers
13593.0,108,5,1497.13,1.791759469228055,7.3119729426882945,2,4,4,10,244,Champions
13594.0,53,1,396.97,0.6931471805599453,5.986376625559036,2,1,2,5,212,At Risk
13596.0,6,2,619.84,1.0986122886681098,6.431073399782984,4,2,3,9,423,Loyal Customers
13598.0,47,1,134.07,0.6931471805599453,4.905793162572673,3,1,1,5,311,At Risk
13599.0,1,21,3840.66,3.091042453358316,8.253659843837315,4,4,4,12,444,Champions
13600.0,312,1,66.52,0.6931471805599453,4.212423850287702,1,1,1,3,111,Lost Customers
13601.0,45,2,663.08,1.0986122886681098,6.49840262414678,3,2,3,8,323,Loyal Customers
13602.0,65,1,398.65,0.6931471805599453,5.990589164072028,2,1,2,5,212,At Risk
13603.0,26,1,129.44,0.6931471805599453,4.870913350921119,3,1,1,5,311,At Risk
13606.0,29,2,152.22,1.0986122886681098,5.031874797088675,3,2,1,6,321,At Risk
13607.0,40,1,565.5600000000001,0.6931471805599453,6.339582988363594,3,1,3,7,313,Loyal Customers
13610.0,12,7,891.78,2.0794415416798357,6.794340189942439,4,4,3,11,443,Champions
13611.0,89,3,974.1600000000001,1.3862943611198906,6.882601560098597,2,3,3,8,233,Loyal Customers
13614.0,24,4,1076.86,1.6094379124341003,6.982732872905217,3,3,3,9,333,Loyal Customers
13615.0,319,1,385.89000000000004,0.6931471805599453,5.958140414900485,1,1,2,4,112,Lost Customers
13617.0,40,3,444.04,1.3862943611198906,6.098164165767038,3,3,2,8,332,Loyal Customers
13618.0,174,1,154.54,0.6931471805599453,5.046902933266797,1,1,1,3,111,Lost Customers
13621.0,117,1,209.85,0.6931471805599453,5.351146980192569,2,1,2,5,212,At Risk
13623.0,31,5,392.05,1.791759469228055,5.973936830239766,3,4,2,9,342,Loyal Customers
13626.0,253,1,241.32999999999998,0.6931471805599453,5.490300433612623,1,1,2,4,112,Lost Customers
13627.0,59,5,1203.83,1.791759469228055,7.094093757134026,2,4,4,10,244,Champions
13629.0,143,1,281.01,0.6931471805599453,5.641942531302295,2,1,2,5,212,At Risk
13630.0,5,7,866.94,2.0794415416798357,6.766122587847184,4,4,3,11,443,Champions
13631.0,100,5,332.5,1.791759469228055,5.809642865355678,2,4,2,8,242,Loyal Customers
13632.0,25,5,1766.71,1.791759469228055,7.477440202594344,3,4,4,11,344,Champions
13634.0,33,5,1142.21,1.791759469228055,7.041595373953187,3,4,4,11,344,Champions
13635.0,68,1,1031.43,0.6931471805599453,6.939670525926724,2,1,3,6,213,At Risk
13636.0,37,5,720.83,1.791759469228055,6.581789654104748,3,4,3,10,343,Champions
13637.0,52,3,741.25,1.3862943611198906,6.609686113643869,2,3,3,8,233,Loyal Customers
13638.0,16,1,97.14,0.6931471805599453,4.586395030661757,4,1,1,6,411,At Risk
13639.0,74,1,646.34,0.6931471805599453,6.472871658791304,2,1,3,6,213,At Risk
13642.0,216,1,268.55,0.6931471805599453,5.596753901897678,1,1,2,4,112,Lost Customers
13643.0,31,3,468.44,1.3862943611198906,6.151540494954617,3,3,2,8,332,Loyal Customers
13644.0,16,4,1979.0900000000001,1.6094379124341003,7.590897577201009,4,3,4,11,434,Champions
13645.0,120,1,30.6,0.6931471805599453,3.4531571205928664,2,1,1,4,211,Lost Customers
13647.0,10,4,1164.52,1.6094379124341003,7.0609226183457405,4,3,4,11,434,Champions
13649.0,257,2,333.85,1.0986122886681098,5.81368267035606,1,2,2,5,122,At Risk
13650.0,17,6,1567.29,1.9459101490553132,7.357741132788991,4,4,4,12,444,Champions
13651.0,40,1,63.3,0.6931471805599453,4.163559631243574,3,1,1,5,311,At Risk
13652.0,46,3,1003.64,1.3862943611198906,6.912384547365799,3,3,3,9,333,Loyal Customers
13654.0,43,6,2261.9700000000003,1.9459101490553132,7.7244333888068235,3,4,4,11,344,Champions
13655.0,114,2,753.22,1.0986122886681098,6.625684102637599,2,2,3,7,223,Loyal Customers
13656.0,165,2,319.79,1.0986122886681098,5.770786703436675,1,2,2,5,122,At Risk
13657.0,11,2,321.0,1.0986122886681098,5.7745515455444085,4,2,2,8,422,Loyal Customers
13658.0,10,5,1735.85,1.791759469228055,7.459828406726392,4,4,4,12,444,Champions
13659.0,206,2,1225.47,1.0986122886681098,7.11189540355431,1,2,4,7,124,Loyal Customers
13662.0,86,3,663.5600000000001,1.3862943611198906,6.499125167530816,2,3,3,8,233,Loyal Customers
13663.0,179,1,91.07,0.6931471805599453,4.522549157299754,1,1,1,3,111,Lost Customers
13666.0,60,3,67.65,1.3862943611198906,4.229021132213981,2,3,1,6,231,At Risk
13667.0,149,1,258.17,0.6931471805599453,5.557484217038903,1,1,2,4,112,Lost Customers
13668.0,3,21,4326.41,3.091042453358316,8.372724489607062,4,4,4,12,444,Champions
13669.0,51,2,160.2,1.0986122886681098,5.0826458300725275,3,2,1,6,321,At Risk
13670.0,75,1,333.2,0.6931471805599453,5.811739616161293,2,1,2,5,212,At Risk
13672.0,301,2,186.39000000000001,1.0986122886681098,5.233192006587575,1,2,1,4,121,Lost Customers
13673.0,19,2,307.27,1.0986122886681098,5.7309760223403305,3,2,2,7,322,Loyal Customers
13675.0,151,2,473.38,1.0986122886681098,6.1620086882788,1,2,3,6,123,At Risk
13678.0,152,1,72.56,0.6931471805599453,4.298101399736121,1,1,1,3,111,Lost Customers
13680.0,1,4,2112.84,1.6094379124341003,7.65626147766236,4,3,4,11,434,Champions
13681.0,18,4,796.03,1.6094379124341003,6.680892319236134,4,3,3,10,433,Champions
13682.0,187,1,34.0,0.6931471805599453,3.5553480614894135,1,1,1,3,111,Lost Customers
13684.0,286,1,67.23,0.6931471805599453,4.222884350827332,1,1,1,3,111,Lost Customers
13685.0,3,4,20.92,1.6094379124341003,3.087399462079815,4,3,1,8,431,Loyal Customers
13686.0,183,1,72.0,0.6931471805599453,4.290459441148391,1,1,1,3,111,Lost Customers
13689.0,63,1,15.0,0.6931471805599453,2.772588722239781,2,1,1,4,211,Lost Customers
13690.0,59,1,81.60000000000001,0.6931471805599453,4.414009680526933,2,1,1,4,211,Lost Customers
13692.0,25,2,749.64,1.0986122886681098,6.620926175981794,3,2,3,8,323,Loyal Customers
13694.0,4,19,2576.61,2.995732273553991,7.854617891993087,4,4,4,12,444,Champions
13695.0,31,13,1616.53,2.6390573296152584,7.3886555733437085,3,4,4,11,344,Champions
13697.0,39,1,151.3,0.6931471805599453,5.025852259901116,3,1,1,5,311,At Risk
13699.0,155,1,70.08000000000001,0.6931471805599453,4.263806003286451,1,1,1,3,111,Lost Customers
13700.0,26,10,1856.6200000000001,2.3978952727983707,7.527051377466202,3,4,4,11,344,Champions
13704.0,5,9,1817.8,2.302585092994046,7.5059322219508555,4,4,4,12,444,Champions
13705.0,8,3,492.78000000000003,1.3862943611198906,6.20209007386322,4,3,3,10,433,Champions
13706.0,303,1,290.89000000000004,0.6931471805599453,5.6763770189656,1,1,2,4,112,Lost Customers
13707.0,267,2,581.36,1.0986122886681098,6.367088813205125,1,2,3,6,123,At Risk
13708.0,271,1,272.01,0.6931471805599453,5.609508424550726,1,1,2,4,112,Lost Customers
13709.0,4,13,4719.05,2.6390573296152584,8.459574671743832,4,4,4,12,444,Champions
13710.0,32,1,94.56,0.6931471805599453,4.559754322457609,3,1,1,5,311,At Risk
13711.0,219,2,232.16000000000003,1.0986122886681098,5.451724913177349,1,2,2,5,122,At Risk
13712.0,247,1,88.2,0.6931471805599453,4.490881039585964,1,1,1,3,111,Lost Customers
13715.0,281,5,1018.2,1.791759469228055,6.926773284817899,1,4,3,8,143,Loyal Customers
13716.0,269,1,138.28,0.6931471805599453,4.936486295459933,1,1,1,3,111,Lost Customers
13717.0,32,6,1088.32,1.9459101490553132,6.993308927334795,3,4,3,10,343,Champions
13718.0,246,2,242.4,1.0986122886681098,5.494706180553427,1,2,2,5,122,At Risk
13719.0,15,5,855.41,1.791759469228055,6.752749233433903,4,4,3,11,443,Champions
13720.0,117,4,685.8,1.6094379124341003,6.532043129023321,2,3,3,8,233,Loyal Customers
13721.0,36,1,470.94,0.6931471805599453,6.156851858861228,3,1,3,7,313,Loyal Customers
13722.0,132,3,2004.68,1.3862943611198906,7.603738434361291,2,3,4,9,234,Loyal Customers
13723.0,217,1,150.10000000000002,0.6931471805599453,5.017941869278694,1,1,1,3,111,Lost Customers
13725.0,50,7,1203.52,2.0794415416798357,7.093836426317241,3,4,4,11,344,Champions
13726.0,39,2,429.12,1.0986122886681098,6.064064239522326,3,2,2,7,322,Loyal Customers
13727.0,29,2,285.78,1.0986122886681098,5.658715371286893,3,2,2,7,322,Loyal Customers
13728.0,37,6,437.44,1.9459101490553132,6.083222972347523,3,4,2,9,342,Loyal Customers
13730.0,136,2,522.55,1.0986122886681098,6.260632536733471,2,2,3,7,223,Loyal Customers
13731.0,219,2,511.59000000000003,1.0986122886681098,6.239476305351072,1,2,3,6,123,At Risk
13732.0,28,1,491.86,0.6931471805599453,6.200225158054739,3,1,3,7,313,Loyal Customers
13735.0,25,4,1970.99,1.6094379124341003,7.586798464155809,3,3,4,10,334,Champions
13736.0,5,2,566.05,1.0986122886681098,6.34044748326134,4,2,3,9,423,Loyal Customers
13737.0,200,1,185.65,0.6931471805599453,5.229235205360593,1,1,1,3,111,Lost Customers
13739.0,18,1,125.10000000000001,0.6931471805599453,4.837075242970874,4,1,1,6,411,At Risk
13740.0,241,1,234.71,0.6931471805599453,5.46260223585584,1,1,2,4,112,Lost Customers
13741.0,72,3,405.63,1.3862943611198906,6.007903681059754,2,3,2,7,232,Loyal Customers
13742.0,17,12,1918.8100000000002,2.5649493574615367,7.559981501791795,4,4,4,12,444,Champions
13743.0,3,7,805.2,2.0794415416798357,6.692331850683066,4,4,3,11,443,Champions
13744.0,95,2,992.1,1.0986122886681098,6.900831363909313,2,2,3,7,223,Loyal Customers
13745.0,162,1,241.36,0.6931471805599453,5.490424224076788,1,1,2,4,112,Lost Customers
13748.0,96,4,328.7,1.6094379124341003,5.798183150077685,2,3,2,7,232,Loyal Customers
13750.0,54,3,243.68,1.3862943611198906,5.499951234374364,2,3,2,7,232,Loyal Customers
13751.0,288,1,75.6,0.6931471805599453,4.338597076746545,1,1,1,3,111,Lost Customers
13752.0,124,6,723.74,1.9459101490553132,6.585812969845242,2,4,3,9,243,Loyal Customers
13753.0,288,1,710.66,0.6931471805599453,6.5676002692692395,1,1,3,5,113,At Risk
13754.0,152,2,129.6,1.0986122886681098,4.8721392168423305,1,2,1,4,121,Lost Customers
13755.0,4,9,1657.3500000000001,2.302585092994046,7.413578411125337,4,4,4,12,444,Champions
13756.0,2,13,2850.44,2.6390573296152584,7.955579408818141,4,4,4,12,444,Champions
13758.0,12,7,1955.39,2.0794415416798357,7.578856217222983,4,4,4,12,444,Champions
13759.0,33,2,439.59000000000003,1.0986122886681098,6.088114737787482,3,2,2,7,322,Loyal Customers
13760.0,54,2,286.79,1.0986122886681098,5.662231047497966,2,2,2,6,222,At Risk
13761.0,50,2,974.65,1.0986122886681098,6.883103915541008,3,2,3,8,323,Loyal Customers
13762.0,219,1,133.2,0.6931471805599453,4.8993312245375815,1,1,1,3,111,Lost Customers
13763.0,63,1,308.4,0.6931471805599453,5.734634938138965,2,1,2,5,212,At Risk
13764.0,71,3,1352.96,1.3862943611198906,7.210788910938355,2,3,4,9,234,Loyal Customers
13767.0,2,36,7636.660000000001,3.6109179126442243,8.94084655252392,4,4,4,12,444,Champions
13769.0,2,10,2138.4700000000003,2.3978952727983707,7.6683134137908135,4,4,4,12,444,Champions
13771.0,64,4,2188.7200000000003,1.6094379124341003,7.691528960755264,2,3,4,9,234,Loyal Customers
13772.0,34,3,1027.43,1.3862943611198906,6.935788646494842,3,3,3,9,333,Loyal Customers
13774.0,82,1,314.15,0.6931471805599453,5.753048715959119,2,1,2,5,212,At Risk
13777.0,9,20,3343.69,3.044522437723423,8.1151292926324,4,4,4,12,444,Champions
13778.0,103,1,178.7,0.6931471805599453,5.191288793789513,2,1,1,4,211,Lost Customers
13780.0,7,2,247.31,1.0986122886681098,5.514677965565414,4,2,2,8,422,Loyal Customers
13781.0,251,1,68.54,0.6931471805599453,4.241902126579715,1,1,1,3,111,Lost Customers
13782.0,13,6,766.5600000000001,1.9459101490553132,6.6432166523015415,4,4,3,11,443,Champions
13784.0,113,5,247.26000000000002,1.791759469228055,5.514476584087802,2,4,2,8,242,Loyal Customers
13786.0,367,1,148.8,0.6931471805599453,5.00930107108312,1,1,1,3,111,Lost Customers
13787.0,76,2,231.55,1.0986122886681098,5.449105255670106,2,2,2,6,222,At Risk
13790.0,4,1,236.83999999999997,0.6931471805599453,5.471598178689842,4,1,2,7,412,Loyal Customers
13792.0,66,2,183.05,1.0986122886681098,5.21520745982503,2,2,1,5,221,At Risk
13798.0,8,24,2138.11,3.2188758248682006,7.668145133660093,4,4,4,12,444,Champions
13799.0,117,2,649.0600000000001,1.0986122886681098,6.477064666321898,2,2,3,7,223,Loyal Customers
13800.0,310,1,486.62,0.6931471805599453,6.189536413993168,1,1,3,5,113,At Risk
13801.0,67,1,247.1,0.6931471805599453,5.513831890697755,2,1,2,5,212,At Risk
13802.0,139,3,1068.52,1.3862943611198906,6.974965228674867,2,3,3,8,233,Loyal Customers
13803.0,255,1,277.07,0.6931471805599453,5.627872880555851,1,1,2,4,112,Lost Customers
13804.0,31,7,2303.89,2.0794415416798357,7.742788231949269,3,4,4,11,344,Champions
13806.0,64,1,218.13000000000002,0.6931471805599453,5.389665161007312,2,1,2,5,212,At Risk
13807.0,367,1,80.8,0.6931471805599453,4.404277243608702,1,1,1,3,111,Lost Customers
13808.0,6,5,1115.66,1.791759469228055,7.018097365983928,4,4,3,11,443,Champions
13809.0,305,1,60.300000000000004,0.6931471805599453,4.115779842942166,1,1,1,3,111,Lost Customers
13810.0,29,2,609.16,1.0986122886681098,6.413721217855983,3,2,3,8,323,Loyal Customers
13812.0,42,3,452.1,1.3862943611198906,6.116112851673092,3,3,2,8,332,Loyal Customers
13813.0,40,4,1050.26,1.6094379124341003,6.9577447237270516,3,3,3,9,333,Loyal Customers
13814.0,92,2,1334.22,1.0986122886681098,7.1968513512648,2,2,4,8,224,Loyal Customers
13815.0,22,4,3007.46,1.6094379124341003,8.009183598909727,3,3,4,10,334,Champions
13816.0,24,2,420.42,1.0986122886681098,6.043629961088661,3,2,2,7,322,Loyal Customers
13817.0,29,2,328.98,1.0986122886681098,5.7990320465632985,3,2,2,7,322,Loyal Customers
13819.0,302,3,624.75,1.3862943611198906,6.438950930311884,1,3,3,7,133,Loyal Customers
13821.0,145,2,321.89,1.0986122886681098,5.777311707944317,1,2,2,5,122,At Risk
13822.0,6,2,454.8,1.0986122886681098,6.122054116811584,4,2,2,8,422,Loyal Customers
13823.0,19,2,683.36,1.0986122886681098,6.528484094956448,3,2,3,8,323,Loyal Customers
13824.0,33,5,1171.86,1.791759469228055,7.067200489441786,3,4,4,11,344,Champions
13826.0,176,1,102.3,0.6931471805599453,4.637637376125593,1,1,1,3,111,Lost Customers
13827.0,58,3,239.9,1.3862943611198906,5.484381909620826,2,3,2,7,232,Loyal Customers
13828.0,22,1,168.45,0.6931471805599453,5.132557898053061,3,1,1,5,311,At Risk
13831.0,16,4,527.1700000000001,1.6094379124341003,6.269418201582111,4,3,3,10,433,Champions
13832.0,19,1,52.2,0.6931471805599453,3.9740583963475986,3,1,1,5,311,At Risk
13833.0,159,1,226.4,0.6931471805599453,5.426710581316436,1,1,2,4,112,Lost Customers
13835.0,25,4,692.37,1.6094379124341003,6.541563767244297,3,3,3,9,333,Loyal Customers
13837.0,212,2,226.24,1.0986122886681098,5.426006727688926,1,2,2,5,122,At Risk
13838.0,6,4,527.58,1.6094379124341003,6.270194165661738,4,3,3,10,433,Champions
13842.0,59,9,2555.65,2.302585092994046,7.84645308676712,2,4,4,10,244,Champions
13844.0,11,1,345.12,0.6931471805599453,5.846785535738538,4,1,2,7,412,Loyal Customers
13845.0,65,1,157.86,0.6931471805599453,5.068023311204986,2,1,1,4,211,Lost Customers
13846.0,25,3,733.1600000000001,1.3862943611198906,6.598726988510758,3,3,3,9,333,Loyal Customers
13849.0,52,2,1325.55,1.0986122886681098,7.19033686604496,2,2,4,8,224,Loyal Customers
13850.0,129,1,1478.98,0.6931471805599453,7.299783853153339,2,1,4,7,214,Loyal Customers
13851.0,96,3,1536.08,1.3862943611198906,7.337639791631045,2,3,4,9,234,Loyal Customers
13853.0,57,1,547.3000000000001,0.6931471805599453,6.306822582410003,2,1,3,6,213,At Risk
13854.0,9,24,2557.92,3.2188758248682006,7.847340573459314,4,4,4,12,444,Champions
13856.0,169,3,120.3,1.3862943611198906,4.798266815950004,1,3,1,5,131,At Risk
13858.0,57,1,182.67000000000002,0.6931471805599453,5.213140669140444,2,1,1,4,211,Lost Customers
13859.0,326,1,172.76,0.6931471805599453,5.15767503674557,1,1,1,3,111,Lost Customers
13860.0,1,5,1106.93,1.791759469228055,7.010248688416178,4,4,3,11,443,Champions
13862.0,18,8,2131.96,2.1972245773362196,7.665265965365367,4,4,4,12,444,Champions
13863.0,248,1,264.88,0.6931471805599453,5.583045079173381,1,1,2,4,112,Lost Customers
13865.0,58,4,437.81,1.6094379124341003,6.0840665175671065,2,3,2,7,232,Loyal Customers
13866.0,74,1,145.67,0.6931471805599453,4.988185165258664,2,1,1,4,211,Lost Customers
13867.0,31,3,719.74,1.3862943611198906,6.58027846198591,3,3,3,9,333,Loyal Customers
13868.0,39,1,428.37,0.6931471805599453,6.062319018076207,3,1,2,6,312,At Risk
13869.0,123,4,2468.25,1.6094379124341003,7.811669739788237,2,3,4,9,234,Loyal Customers
13870.0,2,8,1713.04,2.1972245773362196,7.446608436108287,4,4,4,12,444,Champions
13871.0,23,13,5070.75,2.6390573296152584,8.531441204681439,3,4,4,11,344,Champions
13873.0,120,3,324.05,1.3862943611198906,5.783979016650478,2,3,2,7,232,Loyal Customers
13874.0,358,1,247.45000000000002,0.6931471805599453,5.5152416180483295,1,1,2,4,112,Lost Customers
13875.0,54,5,1477.82,1.791759469228055,7.29899975145033,2,4,4,10,244,Champions
13876.0,64,1,98.8,0.6931471805599453,4.603168183317418,2,1,1,4,211,Lost Customers
13877.0,86,1,17.4,0.6931471805599453,2.91235066461494,2,1,1,4,211,Lost Customers
13878.0,55,1,1031.94,0.6931471805599453,6.940164384180079,2,1,3,6,213,At Risk
13880.0,21,13,2927.18,2.6390573296152584,7.982136348601503,3,4,4,11,344,Champions
13881.0,18,13,2902.56,2.6390573296152584,7.973692849313592,4,4,4,12,444,Champions
13882.0,3,5,686.34,1.791759469228055,6.532829075182805,4,4,3,11,443,Champions
13883.0,11,5,2176.33,1.791759469228055,7.685854634496396,4,4,4,12,444,Champions
13884.0,7,4,670.45,1.6094379124341003,6.5094395530271845,4,3,3,10,433,Champions
13885.0,189,2,390.20000000000005,1.0986122886681098,5.969218938160663,1,2,2,5,122,At Risk
13886.0,71,1,218.56,0.6931471805599453,5.3916255436816884,2,1,2,5,212,At Risk
13887.0,204,1,293.95000000000005,0.6931471805599453,5.686805850449084,1,1,2,4,112,Lost Customers
13888.0,120,2,505.98,1.0986122886681098,6.228471555081345,2,2,3,7,223,Loyal Customers
13889.0,93,1,416.90000000000003,0.6931471805599453,6.03524216945387,2,1,2,5,212,At Risk
13890.0,1,10,1807.46,2.3978952727983707,7.500230933370387,4,4,4,12,444,Champions
13892.0,27,4,410.01,1.6094379124341003,6.018617545100486,3,3,2,8,332,Loyal Customers
13893.0,298,1,195.70000000000002,0.6931471805599453,5.281679725395014,1,1,1,3,111,Lost Customers
13894.0,24,2,430.55,1.0986122886681098,6.067383378665666,3,2,2,7,322,Loyal Customers
13895.0,28,4,2144.67,1.6094379124341003,7.671207136902019,3,3,4,10,334,Champions
13897.0,50,1,311.16,0.6931471805599453,5.743515876874802,3,1,2,6,312,At Risk
13898.0,326,1,138.93,0.6931471805599453,4.941142297567622,1,1,1,3,111,Lost Customers
13899.0,16,2,337.52,1.0986122886681098,5.824583174801905,4,2,2,8,422,Loyal Customers
13900.0,193,2,553.95,1.0986122886681098,6.318878019597989,1,2,3,6,123,At Risk
13901.0,72,5,2365.83,1.791759469228055,7.769306786064441,2,4,4,10,244,Champions
13904.0,37,2,332.64,1.0986122886681098,5.810062567373411,3,2,2,7,322,Loyal Customers
13908.0,80,4,1948.9,1.6094379124341003,7.575533368191541,2,3,4,9,234,Loyal Customers
13911.0,144,8,1872.71,2.1972245773362196,7.5356757016239015,2,4,4,10,244,Champions
13914.0,12,2,604.83,1.0986122886681098,6.406599418661155,4,2,3,9,423,Loyal Customers
13917.0,50,2,252.14000000000001,1.0986122886681098,5.533942695364303,3,2,2,7,322,Loyal Customers
13918.0,50,2,565.1,1.0986122886681098,6.338770741042614,3,2,3,8,323,Loyal Customers
13919.0,59,2,331.86,1.0986122886681098,5.80772198115858,2,2,2,6,222,At Risk
13922.0,352,1,81.6,0.6931471805599453,4.414009680526933,1,1,1,3,111,Lost Customers
13923.0,54,1,317.63,0.6931471805599453,5.764030555001558,2,1,2,5,212,At Risk
13924.0,2,6,1544.05,1.9459101490553132,7.342811551267739,4,4,4,12,444,Champions
13925.0,93,4,411.1,1.6094379124341003,6.021266038344772,2,3,2,7,232,Loyal Customers
13926.0,23,1,150.10000000000002,0.6931471805599453,5.017941869278694,3,1,1,5,311,At Risk
13927.0,75,1,348.99,0.6931471805599453,5.857904582646717,2,1,2,5,212,At Risk
13928.0,11,4,336.47,1.6094379124341003,5.821476617472844,4,3,2,9,432,Loyal Customers
13929.0,169,2,285.45000000000005,1.0986122886681098,5.657564000854587,1,2,2,5,122,At Risk
13930.0,58,2,337.34,1.0986122886681098,5.824051307047146,2,2,2,6,222,At Risk
13931.0,96,2,956.13,1.0986122886681098,6.8639392233977015,2,2,3,7,223,Loyal Customers
13932.0,295,1,195.8,0.6931471805599453,5.282187984618153,1,1,1,3,111,Lost Customers
13933.0,109,2,576.99,1.0986122886681098,6.359556567484651,2,2,3,7,223,Loyal Customers
13934.0,264,1,818.65,0.6931471805599453,6.708877419872465,1,1,3,5,113,At Risk
13936.0,180,1,369.74,0.6931471805599453,5.915501008300943,1,1,2,4,112,Lost Customers
13937.0,169,1,128.25,0.6931471805599453,4.861748513388538,1,1,1,3,111,Lost Customers
13938.0,35,1,71.66,0.6931471805599453,4.2857910267930555,3,1,1,5,311,At Risk
13939.0,23,3,466.37,1.3862943611198906,6.147121235192447,3,3,2,8,332,Loyal Customers
13940.0,17,4,648.5600000000001,1.6094379124341003,6.476295210596887,4,3,3,10,433,Champions
13941.0,22,5,1389.88,1.791759469228055,7.2376919193307545,3,4,4,11,344,Champions
13946.0,79,3,57.33,1.3862943611198906,4.066116540765546,2,3,1,6,231,At Risk
13947.0,65,1,90.60000000000001,0.6931471805599453,4.517431271680085,2,1,1,4,211,Lost Customers
13948.0,361,1,70.19999999999999,0.6931471805599453,4.26549281841793,1,1,1,3,111,Lost Customers
13949.0,3,6,2119.84,1.9459101490553132,7.659567515604196,4,4,4,12,444,Champions
13950.0,11,4,437.66,1.6094379124341003,6.0837246255332795,4,3,2,9,432,Loyal Customers
13951.0,176,3,504.09000000000003,1.3862943611198906,6.224736631218232,1,3,3,7,133,Loyal Customers
13952.0,218,2,2300.811,1.0986122886681098,7.741451483391684,1,2,4,7,124,Loyal Customers
13953.0,7,2,265.68,1.0986122886681098,5.5860494377498595,4,2,2,8,422,Loyal Customers
13954.0,2,2,307.82,1.0986122886681098,5.732758582892719,4,2,2,8,422,Loyal Customers
13955.0,154,2,239.31,1.0986122886681098,5.481929756524914,1,2,2,5,122,At Risk
13956.0,5,5,678.54,1.791759469228055,6.521416098672449,4,4,3,11,443,Champions
13959.0,79,3,512.75,1.3862943611198906,6.241736765810445,2,3,3,8,233,Loyal Customers
13960.0,21,2,230.22,1.0986122886681098,5.443369638247176,3,2,2,7,322,Loyal Customers
13962.0,22,2,82.1,1.0986122886681098,4.420044701861403,3,2,1,6,321,At Risk
13963.0,308,4,469.02,1.6094379124341003,6.152775246990232,1,3,3,7,133,Loyal Customers
13967.0,146,1,35.7,0.6931471805599453,3.6027767550605247,1,1,1,3,111,Lost Customers
13969.0,7,18,6503.4,2.9444389791664403,8.780234149951568,4,4,4,12,444,Champions
